attendance,date,start_time,Stadium,weather,wind
10599,9/11/2018,7:09 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
38471,9/10/2018,7:05 PM,CHC-Wrigley Fld,"67 degrees, clear","5 mph, In from CF"
12161,9/10/2018,6:41 PM,CIN-GreatAmer BP,"64 degrees, overcast","4 mph, Out to LF"
25114,9/10/2018,6:41 PM,COL-Coors Fld,"86 degrees, partly cloudy","6 mph, Out to RF"
19711,9/10/2018,6:10 PM,DET-Comerica Pk,"63 degrees, overcast","9 mph, L to R"
17809,9/10/2018,7:15 PM,KCR-KauffmanStad,"75 degrees, clear","6 mph, R to L"
32891,9/10/2018,7:08 PM,LAA-Angel Stad,"73 degrees, clear","9 mph, Out to CF"
21565,9/10/2018,7:10 PM,MIN-Target Field,"76 degrees, partly cloudy","10 mph, R to L"
35996,9/10/2018,7:15 PM,SFG-Oracle Park,"69 degrees, clear","13 mph, Out to CF"
33566,9/10/2018,7:15 PM,STL-Busch Stad 3,"74 degrees, clear","2 mph, Out to RF"
12724,9/10/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
28339,9/9/2018,1:10 PM,ARI-Chase Field,"76 degrees, roof closed","0 mph, None"
32787,9/9/2018,8:09 PM,BOS-Fenway Pk,"60 degrees, partly cloudy","13 mph, In from CF"
24020,9/9/2018,1:11 PM,CHW-Guaranteed,"66 degrees, partly cloudy","19 mph, In from RF"
18424,9/9/2018,4:11 PM,CIN-GreatAmer BP,"61 degrees, drizzle","6 mph, Out to RF"
40157,9/9/2018,1:12 PM,COL-Coors Fld,"85 degrees, partly cloudy","4 mph, In from RF"
22212,9/9/2018,1:10 PM,DET-Comerica Pk,"59 degrees, cloudy","16 mph, L to R"
35388,9/9/2018,1:10 PM,MIL-Am Fam Field,"68 degrees, partly cloudy","14 mph, L to R"
20903,9/9/2018,1:13 PM,MIN-Target Field,"68 degrees, partly cloudy","10 mph, In from RF"
24153,9/9/2018,1:37 PM,NYM-Citi Field,"61 degrees, rain","13 mph, In from CF"
27932,9/9/2018,1:07 PM,OAK-Coliseum,"73 degrees, partly cloudy","7 mph, Out to RF"
34917,9/9/2018,1:10 PM,SEA-T-Mobile Pk,"70 degrees, partly cloudy","1 mph, Out to CF"
13632,9/9/2018,1:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
31184,9/9/2018,1:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
40482,9/8/2018,5:10 PM,ARI-Chase Field,"79 degrees, roof closed","0 mph, None"
36684,9/8/2018,4:06 PM,BOS-Fenway Pk,"67 degrees, partly cloudy","10 mph, In from RF"
27146,9/8/2018,6:11 PM,CHW-Guaranteed,"67 degrees, overcast","17 mph, In from LF"
20977,9/8/2018,3:12 PM,CIN-GreatAmer BP,"66 degrees, rain","11 mph, Varies"
47867,9/8/2018,6:09 PM,COL-Coors Fld,"86 degrees, partly cloudy","3 mph, Out to CF"
30268,9/8/2018,6:38 PM,DET-Comerica Pk,"65 degrees, cloudy","14 mph, L to R"
40686,9/8/2018,6:11 PM,MIL-Am Fam Field,"65 degrees, cloudy","18 mph, L to R"
25814,9/8/2018,6:10 PM,MIN-Target Field,"73 degrees, clear","13 mph, In from LF"
25094,9/8/2018,7:11 PM,NYM-Citi Field,"64 degrees, drizzle","11 mph, In from CF"
20504,9/8/2018,1:07 PM,OAK-Coliseum,"73 degrees, sunny","9 mph, Out to RF"
16110,9/8/2018,1:06 PM,PIT-PNC Pk,"60 degrees, rain","13 mph, L to R"
38733,9/8/2018,6:10 PM,SEA-T-Mobile Pk,"70 degrees, cloudy","0 mph, Calm"
10275,9/8/2018,6:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
35353,9/8/2018,4:08 PM,TOR-Rogers Ctr,"61 degrees, partly cloudy","9 mph, R to L"
1,9/8/2018,5:15 PM,WSN-Natls Park,"66 degrees, cloudy","16 mph, In from RF"
41346,9/8/2018,9:00 PM,WSN-Natls Park,"65 degrees, cloudy","10 mph, In from RF"
31308,9/7/2018,6:40 PM,ARI-Chase Field,"79 degrees, roof closed","0 mph, None"
36930,9/7/2018,7:10 PM,BOS-Fenway Pk,"68 degrees, cloudy","6 mph, In from RF"
18236,9/7/2018,7:10 PM,CHW-Guaranteed,"69 degrees, overcast","15 mph, L to R"
14854,9/7/2018,9:17 PM,CIN-GreatAmer BP,"72 degrees, cloudy","8 mph, Varies"
41547,9/7/2018,6:41 PM,COL-Coors Fld,"74 degrees, partly cloudy","5 mph, Out to LF"
21268,9/7/2018,7:10 PM,DET-Comerica Pk,"67 degrees, cloudy","11 mph, L to R"
30916,9/7/2018,7:11 PM,MIL-Am Fam Field,"64 degrees, overcast","17 mph, L to R"
19944,9/7/2018,7:10 PM,MIN-Target Field,"75 degrees, clear","13 mph, In from LF"
23379,9/7/2018,7:10 PM,NYM-Citi Field,"72 degrees, cloudy","11 mph, In from CF"
15572,9/7/2018,7:07 PM,OAK-Coliseum,"67 degrees, clear","14 mph, Out to RF"
19515,9/7/2018,7:08 PM,PIT-PNC Pk,"78 degrees, cloudy","7 mph, Out to RF"
32195,9/7/2018,7:10 PM,SEA-T-Mobile Pk,"67 degrees, roof closed","2 mph, Out to CF"
12436,9/7/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
26830,9/7/2018,7:07 PM,TOR-Rogers Ctr,"72 degrees, partly cloudy","6 mph, In from CF"
21903,9/6/2018,6:40 PM,ARI-Chase Field,"79 degrees, roof closed","0 mph, None"
14303,9/6/2018,6:41 PM,CIN-GreatAmer BP,"76 degrees, overcast","8 mph, Varies"
20618,9/6/2018,7:08 PM,TOR-Rogers Ctr,"77 degrees, cloudy","8 mph, In from CF"
32070,9/6/2018,7:06 PM,WSN-Natls Park,"91 degrees, partly cloudy","3 mph, Out to LF"
28386,9/5/2018,12:11 PM,ATL-Truist Pk,"81 degrees, cloudy","9 mph, In from LF"
16036,9/5/2018,7:11 PM,CHW-Guaranteed,"78 degrees, overcast","14 mph, Out to CF"
18435,9/5/2018,1:10 PM,CLE-Progressive,"91 degrees, sunny","13 mph, Out to RF"
24790,9/5/2018,7:48 PM,COL-Coors Fld,"65 degrees, cloudy","4 mph, Out to RF"
31011,9/5/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
40317,9/5/2018,4:35 PM,LAD-Dodger Stad,"73 degrees, partly cloudy","6 mph, Out to RF"
6427,9/5/2018,7:10 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
37427,9/5/2018,7:11 PM,MIL-Am Fam Field,"80 degrees, roof closed","0 mph, None"
21004,9/5/2018,7:17 PM,OAK-Coliseum,"61 degrees, cloudy","14 mph, Out to RF"
9560,9/5/2018,7:06 PM,PIT-PNC Pk,"92 degrees, clear","7 mph, R to L"
15017,9/5/2018,7:11 PM,SEA-T-Mobile Pk,"75 degrees, clear","3 mph, Out to RF"
19966,9/5/2018,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
17872,9/5/2018,7:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
22124,9/5/2018,7:05 PM,WSN-Natls Park,"87 degrees, clear","7 mph, Out to LF"
18556,9/4/2018,6:40 PM,ARI-Chase Field,"78 degrees, roof closed","0 mph, None"
35333,9/4/2018,7:35 PM,ATL-Truist Pk,"83 degrees, partly cloudy","6 mph, L to R"
13012,9/4/2018,7:10 PM,CHW-Guaranteed,"90 degrees, partly cloudy","11 mph, In from RF"
17041,9/4/2018,7:10 PM,CLE-Progressive,"85 degrees, partly cloudy","7 mph, In from RF"
24727,9/4/2018,6:41 PM,COL-Coors Fld,"79 degrees, partly cloudy","6 mph, In from LF"
31315,9/4/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
46651,9/4/2018,7:10 PM,LAD-Dodger Stad,"68 degrees, partly cloudy","6 mph, L to R"
7131,9/4/2018,7:10 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
37269,9/4/2018,7:10 PM,MIL-Am Fam Field,"80 degrees, partly cloudy","5 mph, In from RF"
17536,9/4/2018,7:07 PM,OAK-Coliseum,"63 degrees, clear","9 mph, Out to RF"
8855,9/4/2018,7:10 PM,PIT-PNC Pk,"91 degrees, partly cloudy","3 mph, Calm"
11265,9/4/2018,7:10 PM,SEA-T-Mobile Pk,"71 degrees, clear","4 mph, Out to RF"
17625,9/4/2018,7:10 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
17594,9/4/2018,7:07 PM,TOR-Rogers Ctr,"79 degrees, clear","7 mph, R to L"
21637,9/4/2018,7:05 PM,WSN-Natls Park,"84 degrees, partly cloudy","4 mph, Out to LF"
22514,9/3/2018,5:10 PM,ARI-Chase Field,"78 degrees, roof closed","0 mph, None"
40394,9/3/2018,1:08 PM,ATL-Truist Pk,"83 degrees, sunny","10 mph, L to R"
15540,9/3/2018,1:10 PM,CHW-Guaranteed,"82 degrees, cloudy","5 mph, Out to RF"
20536,9/3/2018,4:10 PM,CLE-Progressive,"85 degrees, partly cloudy","8 mph, L to R"
43256,9/3/2018,1:12 PM,COL-Coors Fld,"74 degrees, cloudy","3 mph, Out to CF"
39559,9/3/2018,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
45206,9/3/2018,5:10 PM,LAD-Dodger Stad,"78 degrees, clear","7 mph, Out to CF"
7771,9/3/2018,1:10 PM,MIA-loanDepot pk,"73 degrees, roof closed","0 mph, None"
44462,9/3/2018,1:10 PM,MIL-Am Fam Field,"76 degrees, roof closed","0 mph, None"
40546,9/3/2018,1:07 PM,OAK-Coliseum,"67 degrees, sunny","4 mph, Out to RF"
13843,9/3/2018,1:36 PM,PIT-PNC Pk,"88 degrees, sunny","5 mph, R to L"
20579,9/3/2018,6:11 PM,SEA-T-Mobile Pk,"72 degrees, clear","1 mph, Out to CF"
21048,9/3/2018,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
18034,9/3/2018,7:08 PM,TOR-Rogers Ctr,"79 degrees, cloudy","4 mph, L to R"
28648,9/3/2018,1:06 PM,WSN-Natls Park,"90 degrees, partly cloudy","5 mph, Out to LF"
37475,9/2/2018,5:08 PM,ATL-Truist Pk,"88 degrees, partly cloudy","10 mph, L to R"
30745,9/2/2018,1:42 PM,CHW-Guaranteed,"87 degrees, partly cloudy","14 mph, R to L"
26535,9/2/2018,4:10 PM,CLE-Progressive,"88 degrees, partly cloudy","9 mph, Out to RF"
41506,9/2/2018,7:08 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
18463,9/2/2018,1:17 PM,KCR-KauffmanStad,"88 degrees, partly cloudy","8 mph, R to L"
48517,9/2/2018,1:10 PM,LAD-Dodger Stad,"76 degrees, partly cloudy","4 mph, Out to CF"
9617,9/2/2018,1:11 PM,MIA-loanDepot pk,"73 degrees, roof closed","0 mph, None"
43721,9/2/2018,1:09 PM,NYY-Yankee Stad3,"82 degrees, cloudy","6 mph, Out to LF"
21497,9/2/2018,1:07 PM,OAK-Coliseum,"71 degrees, sunny","7 mph, Out to RF"
36517,9/2/2018,1:39 PM,PHI-CitizensBank,"83 degrees, partly cloudy","4 mph, Out to CF"
28883,9/2/2018,1:10 PM,SDP-Petco Pk,"74 degrees, sunny","9 mph, Out to RF"
39692,9/2/2018,1:05 PM,SFG-Oracle Park,"68 degrees, sunny","8 mph, Out to CF"
45743,9/2/2018,1:15 PM,STL-Busch Stad 3,"88 degrees, sunny","13 mph, Out to LF"
23423,9/2/2018,2:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
33032,9/2/2018,1:38 PM,WSN-Natls Park,"86 degrees, partly cloudy","2 mph, R to L"
33705,9/1/2018,7:12 PM,ATL-Truist Pk,"87 degrees, partly cloudy","4 mph, In from LF"
22639,9/1/2018,6:10 PM,CHW-Guaranteed,"84 degrees, partly cloudy","9 mph, Out to LF"
31816,9/1/2018,7:10 PM,CLE-Progressive,"86 degrees, cloudy","11 mph, Out to CF"
41622,9/1/2018,6:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
15358,9/1/2018,6:17 PM,KCR-KauffmanStad,"90 degrees, clear","16 mph, R to L"
52394,9/1/2018,6:10 PM,LAD-Dodger Stad,"77 degrees, clear","4 mph, Out to RF"
11174,9/1/2018,7:10 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
42816,9/1/2018,4:08 PM,NYY-Yankee Stad3,"78 degrees, sunny","9 mph, In from RF"
28760,9/1/2018,6:07 PM,OAK-Coliseum,"63 degrees, clear","11 mph, Out to RF"
33040,9/1/2018,7:07 PM,PHI-CitizensBank,"77 degrees, cloudy","7 mph, R to L"
35779,9/1/2018,5:42 PM,SDP-Petco Pk,"73 degrees, partly cloudy","8 mph, L to R"
38875,9/1/2018,1:05 PM,SFG-Oracle Park,"64 degrees, sunny","13 mph, R to L"
46368,9/1/2018,6:16 PM,STL-Busch Stad 3,"88 degrees, partly cloudy","11 mph, Out to LF"
32175,9/1/2018,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
30875,9/1/2018,7:06 PM,WSN-Natls Park,"81 degrees, partly cloudy","8 mph, R to L"
36650,8/31/2018,7:35 PM,ATL-Truist Pk,"84 degrees, clear","7 mph, In from RF"
23625,8/31/2018,7:10 PM,CHW-Guaranteed,"83 degrees, partly cloudy","9 mph, In from RF"
25639,8/31/2018,7:10 PM,CLE-Progressive,"76 degrees, clear","9 mph, In from RF"
35675,8/31/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
15394,8/31/2018,7:17 PM,KCR-KauffmanStad,"87 degrees, clear","12 mph, R to L"
48965,8/31/2018,7:10 PM,LAD-Dodger Stad,"76 degrees, clear","5 mph, Out to CF"
8871,8/31/2018,7:11 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
41026,8/31/2018,7:09 PM,NYY-Yankee Stad3,"73 degrees, drizzle","6 mph, In from CF"
17942,8/31/2018,7:08 PM,OAK-Coliseum,"64 degrees, clear","13 mph, Out to RF"
22556,8/31/2018,7:07 PM,PHI-CitizensBank,"74 degrees, cloudy","11 mph, R to L"
21408,8/31/2018,7:11 PM,SDP-Petco Pk,"74 degrees, partly cloudy","8 mph, L to R"
39057,8/31/2018,7:15 PM,SFG-Oracle Park,"63 degrees, clear","15 mph, Out to CF"
42365,8/31/2018,7:15 PM,STL-Busch Stad 3,"84 degrees, cloudy","11 mph, Out to LF"
22808,8/31/2018,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
30676,8/31/2018,7:05 PM,WSN-Natls Park,"88 degrees, cloudy","4 mph, R to L"
37603,8/30/2018,7:36 PM,ATL-Truist Pk,"83 degrees, partly cloudy","6 mph, L to R"
18015,8/30/2018,7:10 PM,CHW-Guaranteed,"68 degrees, partly cloudy","10 mph, Out to RF"
13403,8/30/2018,12:36 PM,CIN-GreatAmer BP,"75 degrees, overcast","6 mph, Out to RF"
20244,8/30/2018,1:10 PM,CLE-Progressive,"73 degrees, cloudy","11 mph, In from RF"
30371,8/30/2018,7:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
45150,8/30/2018,7:10 PM,LAD-Dodger Stad,"77 degrees, clear","2 mph, Varies"
37195,8/30/2018,7:07 PM,NYY-Yankee Stad3,"89 degrees, clear","10 mph, L to R"
10844,8/30/2018,7:07 PM,OAK-Coliseum,"66 degrees, partly cloudy","15 mph, Out to RF"
20056,8/30/2018,7:10 PM,SDP-Petco Pk,"75 degrees, clear","9 mph, L to R"
38561,8/30/2018,6:15 PM,STL-Busch Stad 3,"80 degrees, partly cloudy","3 mph, In from LF"
20876,8/29/2018,8:16 PM,ATL-Truist Pk,"80 degrees, partly cloudy","5 mph, R to L"
11834,8/29/2018,7:09 PM,BAL-Camden Yards,"93 degrees, partly cloudy","7 mph, Out to CF"
36628,8/29/2018,6:36 PM,BOS-Fenway Pk,"94 degrees, partly cloudy","14 mph, Out to CF"
33386,8/29/2018,1:30 PM,CHC-Wrigley Fld,"68 degrees, overcast","5 mph, R to L"
11777,8/29/2018,7:37 PM,CIN-GreatAmer BP,"76 degrees, overcast","9 mph, Varies"
20398,8/29/2018,7:10 PM,CLE-Progressive,"74 degrees, cloudy","2 mph, Calm"
32926,8/29/2018,1:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
17091,8/29/2018,1:15 PM,KCR-KauffmanStad,"71 degrees, cloudy","9 mph, L to R"
40887,8/29/2018,7:08 PM,NYY-Yankee Stad3,"93 degrees, clear","10 mph, Out to LF"
22525,8/29/2018,7:07 PM,PHI-CitizensBank,"92 degrees, clear","10 mph, Out to CF"
20266,8/29/2018,12:41 PM,SDP-Petco Pk,"81 degrees, partly cloudy","11 mph, L to R"
35626,8/29/2018,7:15 PM,SFG-Oracle Park,"66 degrees, partly cloudy","13 mph, Out to CF"
33448,8/29/2018,7:15 PM,STL-Busch Stad 3,"75 degrees, cloudy","4 mph, In from LF"
29181,8/29/2018,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
21216,8/28/2018,7:38 PM,ATL-Truist Pk,"87 degrees, partly cloudy","4 mph, In from CF"
11762,8/28/2018,7:08 PM,BAL-Camden Yards,"92 degrees, partly cloudy","2 mph, Out to LF"
36708,8/28/2018,7:12 PM,BOS-Fenway Pk,"92 degrees, partly cloudy","14 mph, Out to CF"
37017,8/28/2018,7:04 PM,CHC-Wrigley Fld,"79 degrees, rain","3 mph, Out to CF"
13242,8/28/2018,7:12 PM,CIN-GreatAmer BP,"90 degrees, clear","9 mph, R to L"
19194,8/28/2018,7:10 PM,CLE-Progressive,"90 degrees, clear","20 mph, Out to RF"
33136,8/28/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
16888,8/28/2018,7:15 PM,KCR-KauffmanStad,"84 degrees, partly cloudy","7 mph, R to L"
35207,8/28/2018,7:09 PM,LAA-Angel Stad,"76 degrees, cloudy","6 mph, R to L"
40015,8/28/2018,7:09 PM,NYY-Yankee Stad3,"96 degrees, clear","15 mph, R to L"
21083,8/28/2018,7:08 PM,PHI-CitizensBank,"92 degrees, clear","10 mph, Out to CF"
25168,8/28/2018,7:10 PM,SDP-Petco Pk,"74 degrees, partly cloudy","11 mph, L to R"
37276,8/28/2018,7:15 PM,SFG-Oracle Park,"62 degrees, partly cloudy","12 mph, Out to CF"
35258,8/28/2018,7:16 PM,STL-Busch Stad 3,"90 degrees, clear","13 mph, Out to LF"
30123,8/28/2018,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
15436,8/27/2018,7:09 PM,BAL-Camden Yards,"88 degrees, partly cloudy","4 mph, R to L"
38935,8/27/2018,7:05 PM,CHC-Wrigley Fld,"90 degrees, partly cloudy","17 mph, Out to CF"
43171,8/27/2018,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
35305,8/27/2018,7:09 PM,LAA-Angel Stad,"76 degrees, clear","8 mph, Out to RF"
41456,8/27/2018,7:10 PM,NYY-Yankee Stad3,"86 degrees, partly cloudy","8 mph, R to L"
21261,8/27/2018,7:07 PM,PHI-CitizensBank,"90 degrees, clear","8 mph, Out to CF"
38808,8/27/2018,7:16 PM,SFG-Oracle Park,"58 degrees, cloudy","13 mph, Out to CF"
37175,8/26/2018,1:11 PM,ARI-Chase Field,"77 degrees, roof closed","0 mph, None"
17343,8/26/2018,8:08 PM,BAL-Camden Yards,"84 degrees, partly cloudy","4 mph, Out to CF"
40331,8/26/2018,1:20 PM,CHC-Wrigley Fld,"93 degrees, partly cloudy","7 mph, Out to RF"
41235,8/26/2018,1:11 PM,COL-Coors Fld,"90 degrees, partly cloudy","3 mph, Out to CF"
34036,8/26/2018,1:37 PM,DET-Comerica Pk,"80 degrees, cloudy","4 mph, R to L"
18575,8/26/2018,1:17 PM,KCR-KauffmanStad,"91 degrees, cloudy","15 mph, R to L"
37530,8/26/2018,1:12 PM,LAA-Angel Stad,"80 degrees, sunny","6 mph, Out to CF"
43252,8/26/2018,1:10 PM,LAD-Dodger Stad,"81 degrees, sunny","3 mph, L to R"
12770,8/26/2018,1:11 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
39607,8/26/2018,1:12 PM,MIL-Am Fam Field,"81 degrees, cloudy","5 mph, In from CF"
23318,8/26/2018,1:11 PM,MIN-Target Field,"78 degrees, cloudy","12 mph, R to L"
23192,8/26/2018,1:12 PM,NYM-Citi Field,"82 degrees, sunny","11 mph, Out to LF"
39260,8/26/2018,1:06 PM,SFG-Oracle Park,"66 degrees, partly cloudy","8 mph, Out to CF"
23448,8/26/2018,1:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
28209,8/26/2018,1:08 PM,TOR-Rogers Ctr,"77 degrees, partly cloudy","7 mph, L to R"
34968,8/25/2018,5:10 PM,ARI-Chase Field,"78 degrees, roof closed","0 mph, None"
32445,8/25/2018,1:07 PM,BAL-Camden Yards,"80 degrees, cloudy","5 mph, Out to LF"
26236,8/25/2018,7:06 PM,BAL-Camden Yards,"78 degrees, partly cloudy","4 mph, Out to LF"
41205,8/25/2018,1:21 PM,CHC-Wrigley Fld,"82 degrees, cloudy","5 mph, Out to LF"
47785,8/25/2018,6:10 PM,COL-Coors Fld,"87 degrees, cloudy","2 mph, Out to CF"
26183,8/25/2018,6:10 PM,DET-Comerica Pk,"77 degrees, cloudy","13 mph, R to L"
16894,8/25/2018,6:16 PM,KCR-KauffmanStad,"91 degrees, clear","12 mph, R to L"
41654,8/25/2018,6:08 PM,LAA-Angel Stad,"79 degrees, clear","8 mph, Out to CF"
53528,8/25/2018,6:11 PM,LAD-Dodger Stad,"77 degrees, clear","6 mph, L to R"
7823,8/25/2018,7:10 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
40622,8/25/2018,6:11 PM,MIL-Am Fam Field,"82 degrees, partly cloudy","8 mph, R to L"
28772,8/25/2018,6:20 PM,MIN-Target Field,"77 degrees, clear","5 mph, Out to LF"
29868,8/25/2018,4:06 PM,NYM-Citi Field,"79 degrees, partly cloudy","10 mph, Out to LF"
40287,8/25/2018,1:05 PM,SFG-Oracle Park,"64 degrees, partly cloudy","10 mph, Out to CF"
25695,8/25/2018,6:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
33127,8/25/2018,4:07 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
43867,8/24/2018,6:40 PM,ARI-Chase Field,"80 degrees, roof closed","0 mph, None"
27150,8/24/2018,7:07 PM,BAL-Camden Yards,"80 degrees, clear","4 mph, R to L"
37760,8/24/2018,1:21 PM,CHC-Wrigley Fld,"68 degrees, overcast","9 mph, Out to LF"
43578,8/24/2018,6:42 PM,COL-Coors Fld,"86 degrees, partly cloudy","4 mph, Out to LF"
23191,8/24/2018,7:10 PM,DET-Comerica Pk,"75 degrees, partly cloudy","10 mph, Out to LF"
19304,8/24/2018,7:15 PM,KCR-KauffmanStad,"88 degrees, clear","11 mph, R to L"
42788,8/24/2018,7:07 PM,LAA-Angel Stad,"76 degrees, partly cloudy","8 mph, R to L"
47559,8/24/2018,7:10 PM,LAD-Dodger Stad,"74 degrees, clear","6 mph, Out to CF"
7792,8/24/2018,7:10 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
32694,8/24/2018,7:10 PM,MIL-Am Fam Field,"73 degrees, roof closed","0 mph, None"
22568,8/24/2018,7:10 PM,MIN-Target Field,"66 degrees, cloudy","9 mph, In from CF"
23763,8/24/2018,7:11 PM,NYM-Citi Field,"79 degrees, clear","11 mph, Out to LF"
39845,8/24/2018,7:16 PM,SFG-Oracle Park,"60 degrees, partly cloudy","12 mph, Out to CF"
19723,8/24/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
26292,8/24/2018,7:07 PM,TOR-Rogers Ctr,"77 degrees, partly cloudy","7 mph, In from CF"
37396,8/23/2018,1:05 PM,BOS-Fenway Pk,"72 degrees, cloudy","14 mph, L to R"
41130,8/23/2018,7:05 PM,CHC-Wrigley Fld,"78 degrees, partly cloudy","5 mph, Out to RF"
30625,8/23/2018,1:12 PM,COL-Coors Fld,"84 degrees, sunny","11 mph, In from CF"
22247,8/23/2018,1:11 PM,DET-Comerica Pk,"77 degrees, sunny","7 mph, R to L"
6587,8/23/2018,7:10 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
24171,8/23/2018,7:10 PM,MIN-Target Field,"75 degrees, cloudy","13 mph, R to L"
25584,8/23/2018,1:10 PM,NYM-Citi Field,"76 degrees, sunny","13 mph, L to R"
9088,8/23/2018,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
29475,8/23/2018,1:05 PM,WSN-Natls Park,"76 degrees, sunny","7 mph, In from RF"
23584,8/22/2018,6:40 PM,ARI-Chase Field,"79 degrees, roof closed","0 mph, None"
37107,8/22/2018,7:10 PM,BOS-Fenway Pk,"80 degrees, partly cloudy","7 mph, Out to RF"
15160,8/22/2018,1:11 PM,CHW-Guaranteed,"76 degrees, sunny","10 mph, Out to RF"
28966,8/22/2018,6:41 PM,COL-Coors Fld,"77 degrees, partly cloudy","1 mph, Out to RF"
28286,8/22/2018,7:10 PM,DET-Comerica Pk,"74 degrees, partly cloudy","7 mph, L to R"
48247,8/22/2018,7:10 PM,LAD-Dodger Stad,"77 degrees, clear","6 mph, L to R"
25547,8/22/2018,7:09 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
33058,8/22/2018,1:10 PM,MIL-Am Fam Field,"75 degrees, sunny","11 mph, Out to CF"
28157,8/22/2018,7:11 PM,NYM-Citi Field,"82 degrees, clear","13 mph, Out to RF"
13139,8/22/2018,12:37 PM,OAK-Coliseum,"68 degrees, cloudy","8 mph, Out to RF"
14249,8/22/2018,7:06 PM,PIT-PNC Pk,"66 degrees, partly cloudy","12 mph, Out to CF"
31062,8/22/2018,1:10 PM,SEA-T-Mobile Pk,"74 degrees, sunny","2 mph, Out to CF"
8686,8/22/2018,7:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
40595,8/22/2018,12:38 PM,TOR-Rogers Ctr,"72 degrees, cloudy","19 mph, In from CF"
31855,8/22/2018,7:06 PM,WSN-Natls Park,"82 degrees, partly cloudy","9 mph, In from LF"
30420,8/21/2018,6:40 PM,ARI-Chase Field,"81 degrees, roof closed","0 mph, None"
37188,8/21/2018,7:12 PM,BOS-Fenway Pk,"70 degrees, partly cloudy","10 mph, In from RF"
23133,8/21/2018,7:11 PM,CHW-Guaranteed,"74 degrees, cloudy","14 mph, Out to RF"
27862,8/21/2018,6:42 PM,COL-Coors Fld,"62 degrees, cloudy","6 mph, In from LF"
26638,8/21/2018,7:10 PM,DET-Comerica Pk,"76 degrees, cloudy","18 mph, Out to LF"
43923,8/21/2018,7:10 PM,LAD-Dodger Stad,"78 degrees, clear","6 mph, L to R"
26275,8/21/2018,7:10 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
29467,8/21/2018,7:10 PM,MIL-Am Fam Field,"74 degrees, cloudy","11 mph, Out to LF"
24999,8/21/2018,7:10 PM,NYM-Citi Field,"75 degrees, cloudy","9 mph, In from RF"
11579,8/21/2018,7:06 PM,OAK-Coliseum,"64 degrees, overcast","11 mph, Out to RF"
13280,8/21/2018,7:46 PM,PIT-PNC Pk,"75 degrees, overcast","9 mph, Out to LF"
25415,8/21/2018,7:10 PM,SEA-T-Mobile Pk,"80 degrees, clear","0 mph, Calm"
